status;family;pval;qval;gene_short_name;num_cells_expressed;use_for_ordering
OK;negbinomial.size; 4,262782e-01; 6,237269e-01;RP11-264E20.2; 141;FALSE
OK;negbinomial.size; 9,184014e-01; 1,000000e+00;RP11-264E20.1;  65;FALSE
OK;negbinomial.size; 6,746952e-05; 1,534741e-04;FLI1;1192;TRUE
OK;negbinomial.size; 9,253839e-03; 1,715923e-02;SENCR; 481;TRUE
OK;negbinomial.size; 3,110854e-05; 7,294247e-05;ARHGAP32; 912;TRUE
OK;negbinomial.size; 3,745268e-02; 6,497121e-02;NFRKB; 893;TRUE
OK;negbinomial.size; 5,657412e-01; 8,004754e-01;PRDM10; 124;FALSE
OK;negbinomial.size;2,200593e-103;1,212891e-101;APLP2;3290;TRUE
OK;negbinomial.size; 8,808905e-01; 1,000000e+00;ST14; 100;FALSE
OK;negbinomial.size; 3,183169e-16; 1,461671e-15;ZBTB44;1448;TRUE
OK;negbinomial.size; 3,616268e-01; 5,382018e-01;RP11-121M22.1;  47;FALSE
OK;negbinomial.size; 9,899402e-01; 1,000000e+00;C11orf44;  24;FALSE
OK;negbinomial.size; 8,794829e-01; 1,000000e+00;RP11-890B15.3; 119;FALSE
OK;negbinomial.size; 5,515753e-04; 1,158063e-03;SNX19; 718;TRUE
OK;negbinomial.size; 1,151614e-93; 5,319331e-92;NTM;3109;TRUE
OK;negbinomial.size; 1,684656e-14; 7,122331e-14;AP004372.1; 468;TRUE
OK;negbinomial.size; 5,355515e-05; 1,229907e-04;JAM3;1106;TRUE
OK;negbinomial.size; 1,333696e-40; 1,625770e-39;NCAPD3;1192;TRUE
OK;negbinomial.size; 7,134668e-01; 9,687578e-01;VPS26B;1558;TRUE
OK;negbinomial.size; 8,978355e-65; 2,262596e-63;THYN1;3049;TRUE
OK;negbinomial.size; 3,124415e-02; 5,468487e-02;ACAD8; 893;TRUE
OK;negbinomial.size; 9,865267e-01; 1,000000e+00;B3GAT1;  41;FALSE
OK;negbinomial.size; 4,104874e-06; 1,030837e-05;ZMYND11;1309;TRUE
OK;negbinomial.size; 3,198668e-02; 5,592455e-02;DIP2C; 481;TRUE
OK;negbinomial.size; 5,737604e-06; 1,422369e-05;LARP4B;1196;TRUE
