UBC;TALDO1;SORBS1;SNCG;REEP6;PLIN2;MGLL;LAMA4;ITGA7;GBE1;GADD45A;FABP4;DHCR7;COL4A1;COL15A1;CMBL;CDKN2C;C3;APOE;APLP2;ALDOA;ALDH2;ACAA2;ABCA1
 2,885997e-01;-6,543230e-01;-0,2239556;-0,626187072; 2,05011475;-0,2326060; 1,3754451347;-0,7248083372;-6,592424e-02; 1,242328e+00; 0,9656995217;-0,10012724; 0,7017658276;-0,5158862055; 2,04760813; 1,339181e+00;-7,232123e-01;-0,1260827071; 2,5000000; 4,617017e-01; 1,2015004932; 0,092568121; 2,858928e-01; 1,52338277
 1,412311e+00; 8,469416e-01;-0,2271575;-0,603501106; 1,07188587;-0,2036163;-0,5283451435;-0,0202037545;-1,247339e-01; 5,136107e-01; 0,3365865036;-0,11157904; 0,3996396359;-0,0991769476;-0,13738693; 1,378840e+00;-6,665046e-01;-0,2496238005;-0,2880352; 1,982081e+00; 0,0320530803; 1,521235854; 4,969359e-01; 1,28723665
 7,041492e-01; 4,205669e-01;-0,2275212;-0,600924616; 0,53397892;-0,2003239; 2,5000000000;-0,2447127808;-1,314130e-01; 5,065922e-01;-0,3418408825;-0,11287965;-0,9330514956;-0,3128046051;-0,13432008; 9,294955e-02;-6,600642e-01;-0,2636546060;-0,2897415; 1,032457e+00; 0,0913136502;-0,586837260; 1,431792e+00; 0,70914101
 1,127193e+00; 1,030750e+00;-0,2252432;-0,617064330;-0,50157247;-0,2209483; 0,3150458739;-0,7165898656;-8,957344e-02; 7,763266e-02; 0,1176854576;-0,10473237; 0,1366956842; 0,0277282435;-0,15353153; 6,500555e-01;-7,004083e-01;-0,1757624762;-0,2790529; 2,442079e+00; 0,3673142915; 2,076503367; 1,208457e+00; 0,79606112
 8,643009e-01; 1,849846e-01; 2,5000000;-0,592645973;-0,55763484;-0,1897448;-0,4986677911;-0,6945919220;-1,528740e-01;-1,232060e+00; 0,3927854173;-0,11705868;-0,4291149809;-0,1926544851;-0,12446583; 1,221252e+00;-6,393702e-01;-0,3087376583;-0,2952241; 2,244212e+00;-0,0265081529; 0,325427960; 1,710357e+00;-0,46045982
 7,867422e-01; 1,030523e+00;-0,2290053;-0,590409264; 0,46102888;-0,1868866; 0,9856254817;-0,6925769220;-1,586723e-01;-3,776097e-01;-0,2097156691;-0,11818776; 1,7181775859;-0,7107764586;-0,12180342; 8,975531e-01;-6,337791e-01; 1,5078744997; 0,7607144; 5,295290e-01; 0,2401338012; 0,818779980;-4,314409e-01;-0,46338894
 1,226488e+00;-2,920744e-01; 2,1582723;-0,591594528; 1,35523581; 2,5000000;-0,4957931975;-0,6936446993;-1,555997e-01;-7,669747e-01;-0,9213840074;-0,11758944; 0,5426592249;-0,7180713214;-0,12321427; 8,427908e-03;-6,367419e-01;-0,3144635167;-0,2959204; 5,469939e-01; 0,0516305116; 0,178348571; 4,172452e-01;-0,46183676
-1,833416e-01;-3,823015e-01; 2,5000000;-0,581717642; 0,64037259;-0,1757799; 0,4812792444;-0,6847468374;-1,812039e-01; 7,026267e-02; 0,2759859984;-0,12257526; 1,0196556581;-0,6572827256;-0,11145760;-6,866523e-01;-6,120528e-01; 1,8165463134;-0,3024614; 9,552324e-01; 0,6157448550; 0,329361521; 6,528279e-01; 1,95074495
 7,743102e-01;-1,028295e+00;-0,2308281;-0,577494519;-0,59242123;-0,1703833;-0,4572445285;-0,6809423215;-1,921517e-01; 6,418841e-01; 0,0025212899;-0,12470708;-1,0996292141;-0,6312909563;-0,10643072; 1,326158e-01;-6,014964e-01; 2,5000000000; 2,4130562; 5,191849e-01; 0,4051333842;-0,562808814;-9,353256e-01; 2,50000000
 3,327758e-01; 1,344286e+00;-0,2284719;-0,594188535; 2,35364041;-0,1917160;-0,5028850728;-0,6959815811;-1,488752e-01; 4,815392e-01; 0,3968243281;-0,11628000;-0,4666946363; 0,5202715308;-0,12630197; 3,496895e-01;-6,432261e-01;-0,3003373202;-0,2942025;-4,618421e-03; 0,7695601158; 0,945080421;-3,844174e-01; 1,78924610
 2,228912e-01; 9,246162e-01;-0,2268310; 0,384046566;-0,52740080;-0,2065726;-0,5346701743;-0,7064552596;-1,187365e-01;-7,505369e-01;-1,2931393251;-0,11041119;-0,6038109820; 0,1678104998;-0,14014076; 7,302522e-01; 1,475996e-01;-0,2370250697; 0,3798462; 1,012437e+00;-0,0674378750; 1,062134664; 2,236837e+00;-0,44321455
-6,780193e-01; 2,421374e-01;-0,2302364; 0,171946876; 2,50000000;-0,1757400; 0,2585899454;-0,6847187562;-1,812847e-01; 6,620193e-02;-0,1414161985;-0,12259100; 0,6189796623;-0,6570908800;-0,11142049; 5,818127e-02;-6,119749e-01; 1,3040804214;-0,3024820; 8,509703e-01; 0,0857059735; 1,243358690; 9,473720e-01; 0,53669563
 1,221693e+00;-1,613744e+00;-0,2278809;-0,598375734;-0,54447982;-0,1970667;-0,5143326507;-0,6997537336;-1,380205e-01;-1,545254e-01;-0,4413571884;-0,11416631; 1,3350298557; 2,5000000000;-0,13128609; 4,131123e-01; 3,438828e-01;-0,2775350675;-0,2914295; 2,161454e+00; 0,5354769751;-0,584223285;-9,656366e-01;-0,45295629
 6,654195e-02;-3,382305e-01;-0,2269137; 0,892762463; 1,33233559;-0,2058236;-0,5330677190;-0,7059272260;-1,202559e-01; 1,590457e-01; 0,3361868795;-0,11070706;-0,4461473867;-0,8019833389; 2,50000000; 2,327445e-01;-6,708225e-01;-0,2402169755; 2,4168501;-6,363475e-01; 0,3360969687; 0,141517079; 1,299078e+00; 0,63603241
-2,627127e-01; 1,128079e+00;-0,2232949;-0,630868131; 1,42640073; 0,8749188; 0,5414068636;-0,7290253969;-5,378936e-02; 1,765858e-01;-1,2417000320;-0,09776425;-0,7201662235;-0,5198116415;-0,16996249; 3,585936e-01;-7,349135e-01;-0,1005910386; 1,2519730;-4,657583e-01; 0,0973286302; 2,500000000;-4,921368e-01;-0,41040522
-4,977963e-01;-3,617196e-01;-0,2290475;-0,590110373; 0,40159345;-0,1865047; 1,9908486802;-0,6923076580;-1,594471e-01;-8,180472e-01;-0,9494463572;-0,11833864;-1,0099360210;-0,7089368949;-0,12144765; 3,161098e-01;-6,330320e-01;-0,3225457866;-0,2969033;-4,626808e-01; 0,1905040067;-0,575746847;-9,536386e-01; 0,57878302
 6,106292e-01; 1,104837e+00;-0,2268834; 2,500000000; 0,64620259;-0,2060976;-0,5336539178;-0,7061203875;-1,197001e-01;-5,094304e-01; 0,4257684714;-0,11059883;-0,9009284418;-0,2966779775;-0,13969829; 1,023000e+00;-6,713585e-01;-0,2390493353;-0,2867493; 8,322154e-01; 0,4379830769; 1,618437888; 1,279625e-01;-0,44370134
 4,581727e-01; 1,662927e+00; 2,5000000;-0,622971953; 0,96779821;-0,2284975;-0,5815773983;-0,3934752775;-7,425890e-02;-1,370893e-01; 1,5548559869;-0,10175022;-0,7763045877;-0,0167992519; 1,61014993; 8,444034e-01;-7,151755e-01;-0,1435912981;-0,2751406; 6,558760e-01; 0,3910254230; 2,048825277;-2,581758e-01; 1,15199309
 6,987885e-01; 1,181491e+00;-0,2300993;-0,582657636;-0,58056718;-0,1769810; 0,0735973853;-0,6855936564;-1,787671e-01;-4,835685e-01;-0,2931541232;-0,12210076;-0,7427025495; 0,1585748088;-0,11257649; 1,060497e+00;-6,144025e-01;-0,3631311978;-0,3018389; 2,806617e-01;-1,0542702810;-0,568103785; 5,441492e-01; 0,28437609
 1,042160e+00; 1,618056e+00;-0,2289455;-0,590832952; 0,17884306;-0,1874280; 0,5957729676;-0,3771649482; 2,500000e+00; 1,612858e-01; 0,2774521111;-0,11797388;-1,0047988019;-0,3938943082;-0,12230775; 7,744921e-01;-6,348382e-01;-0,3186108348; 0,4685377; 6,785155e-01;-0,7822263987; 0,890153892; 1,265922e+00; 1,05239896
 7,947922e-01; 8,238252e-01; 1,8782587;-0,596788758; 0,36152415;-0,1950388;-0,5099939432;-0,6983240629;-1,421345e-01;-3,826056e-01; 1,4884076730;-0,11496741;-0,1849944529;-0,3576455716;-0,12939707; 1,567276e+00;-6,497258e-01;-0,2861772716;-0,2924805; 5,766106e-01;-0,2195289191; 0,665907321; 2,655575e-01; 0,52767660
 1,541348e+00; 1,213485e+00;-0,2258935; 0,310908316; 0,63502530;-0,2150608;-0,5528302356;-0,2233074563;-1,015170e-01; 1,597114e+00; 0,6909566860;-0,10705811; 0,4971979080;-0,8464725120;-0,14804739; 8,376562e-01;-6,888916e-01; 2,5000000000;-0,2821041; 3,884696e-01; 0,6055375288; 0,242187915; 1,540883e+00;-0,43451581
 3,219373e-01; 1,016762e+00;-0,2274888;-0,601154072; 0,40446950;-0,2006171;-0,5219284789;-0,7022566755;-1,308182e-01; 3,425777e-01; 0,4609042978;-0,11276382; 0,4985650350;-0,7769067967;-0,13459320; 1,934396e+00;-6,606377e-01;-0,2624050551;-0,2895896; 6,560143e-01; 0,5430147115; 0,103808905;-9,696696e-01; 0,56896066
-3,516198e-01;-1,000167e+00;-0,2316459;-0,571700390; 0,19608737;-0,1629791; 1,2285174468;-0,6757225218; 2,500000e+00; 8,123308e-01; 1,0570494141;-0,12763194; 0,1044539720;-0,5956302215;-0,09953384; 1,600501e+00;-5,870129e-01;-0,4228011354;-0,3090953;-7,276847e-01; 0,7006630074; 0,030841728; 4,658190e-01; 2,45951592
-4,625489e-01; 6,193498e-01;-0,2269086;-0,605264580; 0,69335219;-0,2058698;-0,5331663890;-0,7059597393;-1,201623e-01;-4,897624e-01;-0,4147434037;-0,11068885;-0,9021962487;-0,8022054637;-0,13948603; 2,771777e-01;-6,709127e-01;-0,2400204364;-0,2868674; 1,284796e+00; 0,9244221891; 2,259765215;-3,518184e-01; 0,87623426
-4,414846e-01; 9,945337e-01; 2,3332862;-0,608617223; 0,58446706;-0,2101540;-0,5423323339;-0,7089800588;-1,114712e-01;-1,012061e+00; 0,5538901042;-0,10899644; 0,4269382349; 0,0589205850;-0,14347675; 5,801184e-01;-1,655794e-01;-0,2217629329;-0,2846471; 1,130432e+00; 0,5583383239; 0,215529688; 1,476447e+00; 0,75467828
 6,870647e-02; 1,746528e+00;-0,2270874; 0,438110443; 1,83468170;-0,2042510;-0,5297032105;-0,7048185688;-1,234461e-01;-1,075691e+00; 0,6666506159;-0,11132829; 0,5860820507;-0,7944091921;-0,13797821; 3,508701e-01;-6,677463e-01;-0,2469186879;-0,2877063; 2,283299e-01; 1,2025995300; 1,144417956; 2,341339e-01; 0,95309774
 5,360389e-01;-7,621197e-01;-0,2280027;-0,597512924; 1,63884680;-0,1959642; 1,1855143688;-0,6989764484;-1,402572e-01;-6,124104e-01; 2,5000000000;-0,11460186; 0,0401433891;-0,2420734790;-0,13025907; 6,445520e-01; 1,114544e+00;-0,2822336722; 1,9650704; 2,196049e+00;-0,3724391942; 0,287362637;-3,579824e-01; 2,50000000
-4,928577e-01; 8,136853e-01; 2,5000000;-0,601017902;-0,53841364;-0,2004431;-0,5215561973;-0,7021340030;-1,311712e-01;-6,092489e-01; 1,2606130949;-0,11283255;-0,0108063679;-0,3054829248;-0,13443112; 7,147083e-01; 2,780073e-01;-0,2631465971;-0,2896797; 6,898876e-01; 0,3273492617; 0,893009600;-9,694719e-01;-0,44949619
-5,035349e-01; 9,194390e-01;-0,2261354;-0,610743117;-0,51608541;-0,2128706; 0,5890485495;-0,7108952288;-1,059601e-01;-9,827770e-01; 0,8220261364;-0,10792330; 1,5358508765;-0,2044002900;-0,14600725; 5,538908e-01;-6,846073e-01;-0,2101859380;-0,2832392; 1,237026e+00; 0,0083811717; 0,476167529;-2,362442e-01; 2,50000000
 6,389440e-01; 1,332571e+00; 2,2027927;-0,610740382; 2,21504039;-0,2128671;-0,5481369384; 0,1190945316;-1,059672e-01;-4,948451e-01; 0,1649943821;-0,10792468;-0,8632656964;-0,8359070097;-0,14600400; 1,782129e+00;-6,846005e-01;-0,2102008314;-0,2832410; 4,846082e-01;-0,3656580281; 1,404950329; 1,376885e+00;-0,43676392
 8,064361e-01;-7,531994e-01; 2,5000000; 0,368085332; 1,61222637; 2,5000000;-0,4830814567; 1,9283133092;-1,676530e-01; 7,688121e-01; 1,1294308730;-0,11993654;-1,0324409059;-0,1776279554;-0,11767976;-3,679588e-01; 3,893351e-01;-0,3397838358;-0,2989996; 7,354601e-01; 0,8135949675; 1,027549414; 9,891024e-01; 0,81389182
-4,237411e-01; 1,370836e-01; 1,0206082;-0,627619986; 0,55477508; 0,8928771;-0,5942848710;-0,7260992167;-6,220964e-02;-5,003121e-01; 0,9947666634;-0,09940391; 0,1319121298;-0,2968566730;-0,16609615; 9,004416e-01;-4,770616e-01;-0,1182794804;-0,2720624; 9,897003e-02;-0,1039041824; 0,791198581;-7,337609e-01; 0,70035393
-2,983083e-01; 6,309721e-02; 2,5000000;-0,628757260; 1,85362065;-0,2358903;-0,0781214932;-0,7271237614;-5,926145e-02;-1,428024e-01; 2,5000000000;-0,09882982; 0,9253208619;-0,6584237736; 1,36926725; 2,172065e+00;-7,296370e-01;-0,1120862192;-0,2713093; 2,067252e-01; 1,0603367291; 0,317126776; 2,279791e+00; 2,50000000
-1,085195e-01; 1,544508e+00;-0,2264162; 0,746767802; 0,09264676; 2,2475198;-0,0663086591;-0,7091025929;-1,111186e-01;-7,248804e-01; 0,8628036749;-0,10892778;-0,8773934128; 0,1070383009;-0,14363866; 6,673781e-01;-1,351492e-01;-0,2210222274; 0,3488841;-1,143922e-02; 0,8218238824; 0,263922481;-6,676210e-01; 0,82638731
 8,301551e-01; 1,544447e+00;-0,2295869;-0,586288565; 1,71270997;-0,1816209; 0,4869987797;-0,6888646781;-1,693545e-01; 1,573031e-01; 0,4189259008;-0,12026788;-0,4681389907;-0,1476916791;-0,11689847; 2,500000e+00;-6,234787e-01;-0,3433582264;-0,2994343; 1,015878e+00;-0,2658459219; 2,500000000;-3,117493e-01; 2,50000000
 7,871662e-01; 1,387316e+00;-0,2248564; 0,061271231; 2,50000000;-0,2244499;-0,5729178641;-0,7190584601;-8,246990e-02; 7,264581e-01; 0,3762811363;-0,10334912; 0,5054961273;-0,5266864489;-0,15679326; 1,970450e+00;-7,072580e-01;-0,1608400899; 0,5967076; 1,324004e+00; 0,8045252839; 1,488370964; 2,500000e+00; 2,01280767
 8,907586e-02; 1,483782e+00;-0,2269433; 0,551348758; 0,90742511;-0,2055553;-0,5324935621;-0,7057380325;-1,208003e-01;-3,933031e-01; 0,1153485276;-0,11081308;-0,9039459188;-0,8006908027;-0,13919309; 1,373646e+00;-6,702975e-01;-0,2413606299; 1,1968020; 9,314294e-01; 0,1781048471; 2,037451211; 1,288528e+00; 1,10778981
 5,760070e-01; 6,418169e-01;-0,2288729; 0,545552620; 0,85185073;-0,1880851;-0,4951167802;-0,0911750123;-1,562411e-01;-1,249951e+00; 0,1231644613;-0,11771434; 0,9955998403;-0,7165485778;-0,12291977; 4,254664e-01;-6,361235e-01;-0,3158108618;-0,2960842; 1,054970e+00; 0,1779035095; 2,500000000; 8,488836e-01; 2,30706633
 8,445623e-01;-1,587499e+00;-0,2318599;-0,570183794;-0,60920601;-0,1610411;-0,4372573966;-0,6743562550;-2,111035e-01;-1,541469e+00; 0,7321241347;-0,12839751;-1,1516052679;-0,5862961318;-0,09772861; 3,390304e-01;-5,832219e-01;-0,4310600702;-0,3100997;-3,786406e-01; 0,0779564311;-0,555311390; 6,375462e-01;-0,48987562
-1,464778e-01; 1,336601e+00;-0,2250906; 0,859761921; 2,50000000;-0,2223296;-0,5683814200;-0,7175636322;-8,677136e-02; 9,131070e-01; 0,0800797211;-0,10418673;-0,8106204107;-0,8814811774;-0,15481816; 2,086768e+00;-7,031103e-01;-0,1698761625; 1,6180903; 4,442599e-01; 0,7937907537;-0,604497657; 2,500000e+00;-0,42706674
 1,633393e+00;-4,537901e-01; 2,4262214;-0,587448820;-0,56956704;-0,1831035;-0,4844590540;-0,6899099252;-1,663468e-01; 1,700930e+00;-1,1209042869;-0,11968218; 2,5000000000;-0,6925560147;-0,11827954; 1,226296e+00;-6,263790e-01; 2,5000000000;-0,2986659; 4,701607e-01; 1,0873421785; 0,267602176;-3,643239e-01; 1,81782510
 6,738235e-01;-2,129905e-01;-0,2236196; 0,559700864; 1,00112723;-0,2356486;-0,5968770060;-0,7269533650;-5,975177e-02;-5,047625e-02;-0,7911962968;-0,09892530;-0,7365183273;-0,9456301459;-0,16722473; 6,358068e-01;-7,291642e-01;-0,1131162469;-0,2714345; 8,555057e-01; 0,6972286312; 1,341206494; 1,690768e+00;-0,41341725
 5,575598e-01; 1,131068e+00;-0,2251303; 1,955141129; 2,26549927;-0,2219705;-0,5676132852;-0,7173105200;-8,749971e-02;-5,777351e-01; 0,1669561682;-0,10432856; 0,2379686757;-0,1028680359;-0,15448372; 2,371924e-01;-7,024080e-01;-0,1714061983; 2,5000000; 1,252602e-01; 0,1432641654; 2,500000000; 1,037355e+00;-0,42743468
 1,121038e+00; 3,358657e-01;-0,2244935;-0,029888552; 0,90502605;-0,2277357;-0,5799475919;-0,7213748633; 2,500000e+00; 3,559329e-01; 0,1291068152;-0,10205115;-0,1440883712;-0,9075188240;-0,15985391; 9,965895e-01;-7,136854e-01; 1,1680392762; 0,4847350; 1,222128e+00; 0,5267702424; 1,247989514; 5,478941e-01;-0,42152650
 2,641088e-01; 4,564065e-01; 1,6113055;-0,610685191; 0,98113765;-0,2127966; 0,0683950347;-0,7108430444;-1,061103e-01; 7,180791e-03; 0,6723316116;-0,10795254; 0,6104266107;-0,4932690695;-0,14593830; 1,472135e+00;-6,844625e-01;-0,2105013871; 2,5000000; 2,296181e+00; 0,6709672829; 0,500678827; 6,651307e-01; 0,42041452
 2,231513e-01; 4,232019e-01;-0,2290310;-0,590227401; 1,92376943;-0,1866542; 1,9436250574;-0,6924130855;-1,591438e-01;-8,264471e-01; 0,1961743489;-0,11827957; 0,1260298697;-0,7096571569; 2,04735252; 1,284421e+00;-6,333245e-01;-0,3219084886;-0,2968258; 4,711636e-03;-0,2921679717; 2,153115783; 6,468812e-01; 0,55568571
-3,489892e-01;-5,412475e-01;-0,2291365;-0,589479689;-0,56490435; 2,0168390; 2,1747948175;-0,6917394892;-1,610821e-01;-1,275674e+00; 0,7938696800;-0,11865701;-0,5351903505;-0,7050552677;-0,12069693; 1,349382e+00;-6,314555e-01;-0,3259803053;-0,2973209; 7,509056e-01; 0,2011742712; 0,852965109; 4,185596e-02; 1,64019481
-7,994242e-01; 1,330836e+00;-0,2257081;-0,613770737; 1,57638982;-0,2167395; 1,0635572629;-0,7136227423;-9,811154e-02; 4,146261e-01; 0,5715219675;-0,10639496; 1,6382589241;-0,8545577246;-0,14961109; 2,076860e-01;-6,921754e-01;-0,1936984148; 0,8854060; 1,181247e-01; 0,8740237239; 1,536054424; 4,996839e-01; 1,82023959
-4,866124e-01;-4,485033e-01;-0,2303244;-0,581063079; 0,76782816; 2,5000000; 0,0865290513;-0,6841571559;-1,829008e-01;-4,928507e-01; 0,3982944643;-0,12290569; 0,8533958006;-0,3458593973;-0,11067846; 1,258090e+00;-6,104166e-01; 2,5000000000;-0,3028949;-7,561685e-01; 0,3375536127;-0,566468506;-2,503044e-01; 2,18471825
 6,076800e-01;-2,955699e-01;-0,2301559;-0,582257117;-0,58148673; 2,5000000; 1,4078547669;-0,6852328377;-1,798054e-01; 1,189643e+00; 1,2203653863;-0,12230294;-1,0657692312;-0,6606029929;-0,11209975;-6,198930e-01; 2,528295e-03; 2,0021994125;-0,3021041;-1,919775e-01;-0,2639405416; 0,403782983;-2,656523e-01;-0,47406475
-3,361064e-01;-5,091029e-01;-0,2264509;-0,608507279;-0,52121870; 1,5678140; 1,2131877021; 0,2545779818;-1,117562e-01;-1,013575e+00; 1,1665980936;-0,10905194;-0,4923212504;-0,8221630796;-0,14334588;-1,460399e-01;-6,790184e-01;-0,2223616553;-0,2847199; 3,754633e-01; 0,5890418620; 0,026571159;-1,669168e-01; 0,47586533
 1,261762e+00; 4,357667e-01; 1,2856432; 0,403843817; 0,10922676; 1,1740410;-0,5144315571;-0,6997863248;-1,379268e-01; 3,229040e-01;-0,1115089066;-0,11414805;-0,1359684190;-0,2228935612;-0,13132915; 9,151381e-01;-6,537832e-01;-0,2773380573; 0,9946733; 1,184157e+00; 0,1983907737; 0,328432342; 2,010528e+00; 0,25321417
 2,262312e-01; 9,851685e-01; 2,0899764;-0,597245359; 1,31633225;-0,1956222;-0,5112422679; 0,4187467646;-1,409509e-01; 6,481217e-01; 0,4515008190;-0,11473692;-0,1086853709;-0,3210269142;-0,12994058; 1,531965e+00;-6,508672e-01;-0,2836907530; 0,7417471; 1,612701e+00; 0,3787808088; 2,500000000; 1,029688e+00;-0,45443660
 7,188211e-01; 1,578739e+00;-0,2264257;-0,043884955; 0,81155595;-0,2102417; 0,0025420922;-0,4098514329;-1,112934e-01;-1,011116e+00;-0,1507662246;-0,10896182; 0,6567875853;-0,2485202292;-0,14355840; 1,503710e+00;-6,794647e-01;-0,2213893870; 1,0915169; 7,070784e-01;-0,4545697913; 2,464251061; 5,066075e-01;-0,43945452
 3,882502e-01; 5,386734e-01;-0,2255997;-0,614538184; 1,07265739;-0,2177202;-0,5585199254;-0,3561871203;-9,612206e-02; 3,904536e-01; 0,1170667493;-0,10600756; 1,8680234343;-0,8592810828;-0,15052460; 3,916354e-01;-6,940938e-01;-0,1895191206;-0,2807259; 1,279145e+00; 0,9139788068; 1,880471633;-1,825200e-01; 0,47559919
 1,008392e-01; 4,346669e-01;-0,2280403; 0,403575569; 0,69633418;-0,1956237;-0,5112453067;-0,6987364064;-1,409480e-01;-5,902584e-01;-0,3837317855;-0,11473636; 0,0812961960;-0,7528569500;-0,12994190; 9,082455e-01;-6,508700e-01;-0,2836847000;-0,2921774; 2,038510e+00;-0,2347279892; 1,738948462; 1,402835e+00; 0,88884297
-2,092348e-01; 1,663839e+00;-0,2269273;-0,605132379;-0,52896717;-0,2057008;-0,5328049588;-0,7058406425;-1,205051e-01;-6,408621e-02;-0,8873233115;-0,11075558; 0,0740783577;-0,8013918158;-0,13932867; 4,354047e-01;-6,705823e-01;-0,2407403636;-0,2869549; 1,011554e+00;-0,4946932602; 2,144139099; 2,500000e+00;-0,44410799
 4,834468e-01; 2,825235e-01;-0,2281155; 1,734635577; 1,06660296;-0,1949428;-0,5097886653;-0,6982564207;-1,423292e-01; 1,087873e+00; 0,2706097266;-0,11500532;-0,2258934069;-0,0529595026;-0,12930770; 1,149598e+00;-6,495382e-01;-0,2865861614;-0,2925302; 4,943035e-01; 1,0656172224; 0,601163088;-1,388461e-01;-0,45513288
-3,607489e-01; 7,177452e-01;-0,2218060;-0,641417258; 2,29527138; 1,9573682; 0,1861143511;-0,7385288655;-2,644249e-02; 1,597553e+00; 0,3273297144;-0,09243909;-0,6451665573;-1,0247118875;-0,18251935; 2,283233e-01;-7,612829e-01;-0,0431436023;-0,2629252; 4,532612e-01; 1,4088423227; 1,892769901; 1,852837e+00;-0,39659040
 7,487612e-01;-1,071375e-01;-0,2287631;-0,592125104; 0,42609054;-0,1890792; 0,9283574994;-0,6941226831;-1,542243e-01;-3,854621e-01; 1,1302632526;-0,11732161;-0,5460597905;-0,7213368208;-0,12384583; 1,119566e+00;-6,380682e-01;-0,3115741566; 0,7216963; 4,834304e-01;-1,1385003131; 1,315816130; 1,011208e+00; 1,52155634
 1,588007e+00; 6,767720e-01;-0,2271775;-0,603359153; 0,91944769;-0,2034349;-0,5279570529;-0,7042431831;-1,251019e-01; 5,993658e-01; 0,1312820718;-0,11165070; 2,5000000000;-0,7904782603;-0,13721796; 2,321379e-01;-6,661497e-01; 2,3441512278;-0,2881292; 3,803511e-01; 1,0354857281;-0,589333969;-2,314015e-01; 1,12272071
-1,231547e-01;-9,455515e-02;-0,2276446;-0,600049996;-0,54063587; 1,3346270;-0,5189099940;-0,7012620384;-1,336803e-01;-7,899314e-01; 0,3909130746;-0,11332115;-0,0365745487;-0,4547061883;-0,13327900; 2,293257e+00;-6,578779e-01;-0,2684175285;-0,2903207; 7,154647e-01; 0,4111505864; 0,863672453;-5,948162e-01; 0,33913666
 8,234066e-01;-7,932566e-02; 1,7076002;-0,571921086; 1,63041730; 1,5935469; 0,2085118752;-0,6759213422;-2,065999e-01; 7,028221e-01;-0,7955791776;-0,12752053; 2,5000000000;-0,2357323095;-0,09979654; 6,486147e-01;-5,875646e-01;-0,4215992875;-0,3089492; 3,059119e-01; 0,4679466961; 1,518987981;-1,228909e-01; 1,92760209
-2,618940e-01;-2,190716e-01;-0,2278792; 0,291742878;-0,54445201;-0,1970822; 0,3446562861;-0,6997646472; 2,500000e+00; 1,778695e-01;-1,4527948778;-0,11416020;-0,9510868025; 0,1222141424;-0,13130051; 1,205263e+00;-6,537231e-01;-0,2774690961; 2,5000000;-2,847588e-01; 0,7049507125; 0,914606489;-4,011188e-01;-0,45294043
-3,211599e-01; 6,341583e-01; 1,1037913; 0,267657518; 2,50000000;-0,2212647; 1,0137263321;-0,7168128937;-8,893166e-02;-8,922940e-01;-0,6209141553;-0,10460740;-0,3147072781;-0,1930027169;-0,15382621; 1,268874e+00;-7,010272e-01;-0,1744142953;-0,2788890; 1,080228e-01; 0,5317941188; 2,009374769; 1,592935e+00; 1,28322048
 3,572236e-01; 8,829783e-01;-0,2300202;-0,583218598; 0,44243499;-0,1776979; 1,5999784578;-0,6860990141;-1,773129e-01;-8,866191e-01; 1,0688920951;-0,12181759;-0,5925875395; 0,1528019260;-0,11324422; 1,625433e+00;-6,158047e-01;-0,3600763655;-0,3014674;-4,531343e-01; 0,2529757358; 0,823499690; 2,595133e-02; 0,63097353
-4,065281e-01; 8,524864e-01;-0,2280429; 0,299456236;-0,54711561;-0,1955997;-0,5111939900;-0,2237215594;-1,409966e-01;-6,507042e-01; 0,9407339270;-0,11474584; 1,7214861377;-0,2721839927;-0,12991956; 1,952663e+00;-6,508231e-01;-0,2837869171;-0,2921898; 4,875568e-01; 0,4548009726; 1,527347058; 1,207304e+00;-0,45445972
 5,771064e-01;-1,125102e-01;-0,2288048; 0,878945248; 1,26776155;-0,1887022;-0,4964370344;-0,6938568535;-1,549892e-01; 2,633211e-01;-0,9456517186;-0,11747057; 1,2356398913;-0,2966368049;-0,12349459; 9,760523e-01;-6,373306e-01; 1,4379608861;-0,2957644; 1,885345e+00; 0,2927942562; 2,237278902;-4,556942e-01; 0,59754084
 6,019498e-01; 1,734012e+00;-0,2253315;-0,616438558;-0,50300919;-0,2201486;-0,5637154465;-0,7160261224;-9,119565e-02;-9,043240e-01;-0,3205258577;-0,10504826; 0,3307274263;-0,8709771861;-0,15278666; 7,465930e-01;-6,988441e-01;-0,1791702427;-0,2794674; 1,181240e+00; 0,5300979127; 1,249596335;-2,819105e-01;-0,42930176
-5,546783e-01;-1,893088e-01;-0,2250313;-0,618566008; 2,50000000;-0,2228673;-0,5695317805;-0,7179426937;-8,568059e-02;-8,750190e-01;-1,4929844556;-0,10397433;-0,8076289259;-0,8840708571;-0,15531901; 1,098071e+00;-7,041621e-01;-0,1675847772; 1,2648028; 1,741768e+00; 0,7019139344;-0,604929172;-2,323825e-01;-0,42651572
-7,242169e-01; 9,403924e-01;-0,2252581;-0,616958716; 1,72057520; 1,8471611;-0,5651375294;-0,7164947205;-8,984723e-02;-8,971590e-01; 0,0250876491;-0,10478568;-0,3691048734;-0,6531629955;-0,15340581; 1,083060e+00;-7,001443e-01;-0,1763376178; 0,2500603; 2,209837e-01; 0,1346796352; 0,441803355; 2,184062e+00; 0,12489014
